"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X1.3","X2.3","X3.3","X4.3","X5.3","X6.3","X7.3","X8.3","X9.3","X10.3","X1.4","X2.4","X3.4","X4.4","X5.4","X6.4","X7.4","X8.4","X9.4","X10.4","X1.5","X2.5","X3.5","X4.5","X5.5","X6.5","X7.5","X8.5","X9.5","X10.5","X1.6","X2.6","X3.6","X4.6","X5.6","X6.6","X7.6","X8.6","X9.6","X10.6"
"1",27578.4093209759,27260.9828713104,29599.9694350125,27114.8275759149,27097.3068341238,29578.2163743303,29451.3610334516,29431.3409968788,25305.9241513729,27779.6620033771,2317.20211084935,2306.62340338121,2433.81546383543,2302.55244566269,2302.09814327602,2432.14510162356,2422.59714180517,2421.12042686191,2292.3862116542,2325.14319094593,1821.54036688132,1834.50582903224,1740.99175069311,1840.44750161795,1841.15838700176,1741.84057095867,1746.78401907361,1747.56316013564,1913.70864442971,1813.28684754227,0.768532403771646,0.768532403771646,0.768532403771646,0.768532403771646,0.768532403771646,0.768532403771646,0.768532403771646,0.768532403771646,0.768532403771646,0.768532403771646,0,0,0,0,0,0,0,0,0,0,23.1720211084949,23.066234033813,24.3381546383525,23.0255244566274,23.0209814327616,24.3214510162353,24.225971418056,24.2112042686199,22.923862116541,23.2514319094578,2.75784093209658,2.72609828713174,2.9599969435018,2.71148275759128,2.70973068341309,2.95782163743189,2.94513610334554,2.94313409968806,2.53059241513764,2.7779662003384
"2",29513.9314901731,29421.792542713,28440.1187591217,29448.9344815993,27855.4235276132,28187.5456663448,29407.411047262,35006.8948705769,25245.6505362337,34115.987766231,2649.69193157582,2646.94663046401,2622.65232536074,2647.74218845281,2617.82686975853,2619.02048697747,2646.52953858492,3031.6506020477,2743.62611574156,2941.45118592652,1706.51937301374,1707.39360328191,1718.70076630031,1707.1361052026,1727.69262929514,1722.59598667898,1707.53003187751,1654.94001693479,1769.80924245195,1663.29671683338,0.760988627556744,0.760988627556744,0.760988627556744,0.760988627556744,0.760988627556744,0.760988627556744,0.760988627556744,0.760988627556744,0.760988627556744,0.760988627556744,0,0,0,0,0,0,0,0,0,0,26.4969193157544,26.4694663046331,26.2265232535984,26.47742188452,26.1782686975842,26.1902048697684,26.465295385849,30.316506020479,27.4362611574228,29.4145118592586,2.95139314901799,2.94217925427191,2.84401187591288,2.94489344816051,2.78554235276066,2.81875456663415,2.94074110472737,3.50068948705688,2.52456505362386,3.41159877662426
"3",27277.4780140856,27619.864606896,27317.3231065532,28213.1093548544,27394.5844678108,27849.7180452805,27398.6730329138,29219.3735168087,35279.0162505804,22147.6494611561,2021.44049842232,2044.1034889106,2023.92443786461,2089.82944167152,2028.85601905062,2060.90255609399,2029.12123113907,2177.00525288622,2964.82898304952,2237.8084778481,1612.64458386158,1598.94839510023,1611.05535137186,1575.27430348074,1607.9703623506,1589.74800789414,1607.80697810329,1538.28425398454,1925.82018191166,1913.86262873514,0.76760564068569,0.76760564068569,0.76760564068569,0.76760564068569,0.76760564068569,0.76760564068569,0.76760564068569,0.76760564068569,0.76760564068569,0.76760564068569,0,0,0,0,0,0,0,0,0,0,20.2144049842281,20.4410348891081,20.2392443786482,20.8982944167169,20.2885601905107,20.60902556094,20.291212311392,21.7700525288632,29.6482898304975,22.3780847784814,2.72774780140797,2.76198646068869,2.73173231065513,2.82131093548463,2.73945844678034,2.78497180452858,2.739867303291,2.92193735168094,3.52790162505899,2.21476494611574
"4",27056.1997272953,28401.1033317668,26247.8643425055,26561.1669116305,26756.9812313441,30126.3772354435,27411.6411887771,27807.0362085125,27676.7455333108,26182.2655924061,1444.90156617777,1533.5934829628,1416.21682868688,1420.90919547742,1427.92375955108,1704.05906907521,1466.90432591818,1490.48045369496,1482.23017036936,1416.22116590454,606.778375294427,553.896396849561,655.721295322626,636.989782898352,625.12892435951,568.743713849164,589.934925054042,575.508279722058,580.267780139182,659.59799246204,0.769538513709033,0.769538513709033,0.769538513709033,0.769538513709033,0.769538513709033,0.769538513709033,0.769538513709033,0.769538513709033,0.769538513709033,0.769538513709033,0,0,0,0,0,0,0,0,0,0,14.4490156617798,15.33593482963,14.1621682868692,14.2090919547794,14.2792375955137,17.0405906907537,14.669043259182,14.9048045369514,14.8223017036932,14.1622116590471,2.70561997273013,2.84011033317736,2.62478643424943,2.65611669116313,2.67569812313513,3.01263772354565,2.7411641188776,2.78070362085,2.76767455333087,2.61822655924051
"5",28256.7677136722,28234.1663307822,28186.7313410122,26186.0360166957,28360.9534921452,27828.7399402495,32763.3686557902,29889.2859542758,25645.1132362644,31979.8898064325,2017.67098377494,2017.97578125782,2018.6694982033,2108.04556796723,2016.48295647732,2026.2144535502,2166.35533693336,2029.53124977189,2158.86248332293,2114.81828542654,1530.3547035981,1531.39264057829,1533.56794354781,1622.86798474549,1525.55786335874,1549.86834410111,1374.42297548052,1470.03738707424,1651.14687441731,1400.75231102465,0.7639136731042,0.7639136731042,0.7639136731042,0.7639136731042,0.7639136731042,0.7639136731042,0.7639136731042,0.7639136731042,0.7639136731042,0.7639136731042,0,0,0,0,0,0,0,0,0,0,20.1767098377516,20.1797578125773,20.1866949820325,21.0804556796706,20.1648295647727,20.2621445354999,21.6635533693332,20.2953124977208,21.5886248332309,21.1481828542651,2.82567677136783,2.82341663307855,2.81867313410145,2.6186036016702,2.83609534921344,2.78287399402601,3.27633686557942,2.98892859542726,2.56451132362748,3.1979889806441
"6",32149.1551218537,32398.2968399959,32220.8602209448,32526.814739838,31041.4319061642,39025.6565402808,29316.0795868175,32568.9237341577,32238.2525395285,34746.3145147864,2983.63748640455,3015.41360178864,2992.62477237616,3032.38489304773,2860.78860016472,4305.47886556619,2730.23687650053,3038.03416198879,2994.82402673241,3386.62040001071,1986.19609076002,2043.54042534366,2002.64557416057,2073.29221577434,1736.72888063079,3696.12405969342,1363.28366050798,2083.07157154017,2006.64223404949,2607.96458511499,0.769474299804979,0.769474299804979,0.769474299804979,0.769474299804979,0.769474299804979,0.769474299804979,0.769474299804979,0.769474299804979,0.769474299804979,0.769474299804979,0,0,0,0,0,0,0,0,0,0,29.8363748640485,30.1541360178918,29.9262477237603,30.3238489304831,28.6078860016446,43.054788655672,27.3023687650028,30.3803416198783,29.9482402673217,33.8662040001023,3.21491551218654,3.23982968400046,3.22208602209548,3.25268147398391,3.1041431906152,3.90256565402741,2.93160795868302,3.25689237341618,3.22382525395363,3.4746314514785
"7",31068.6009023003,32041.933611377,31453.670792556,31359.1008959936,32182.3971175018,31720.142880176,32126.2558223068,32111.9608877077,29149.3277381741,38901.0950326674,2766.81077870279,2879.72384686268,2810.4080112177,2799.66107792044,2896.90224493585,2841.28252277986,2890.00667726148,2888.25718606079,2578.43828780161,3954.921964729,1881.46839974071,1846.58527559601,1867.59539673363,1870.96350630903,1841.55035040714,1858.09149706312,1843.56387334095,1844.07632420881,1950.31518907565,2885.60022249875,0.764435786564034,0.764435786564034,0.764435786564034,0.764435786564034,0.764435786564034,0.764435786564034,0.764435786564034,0.764435786564034,0.764435786564034,0.764435786564034,0,0,0,0,0,0,0,0,0,0,27.6681077870308,28.7972384686243,28.1040801121843,27.9966107792008,28.9690224493657,28.4128252278007,28.9000667726099,28.8825718606118,25.7843828780128,39.5492196472912,3.10686009023081,3.20419336113874,3.1453670792545,3.13591008960001,3.21823971174918,3.17201428801904,3.21262558222931,3.21119608877024,2.91493277381668,3.89010950326664
"8",28221.6108332019,28763.3123661195,27779.6947318856,28165.9928684477,28638.5009168158,28367.6408176982,31011.9519325501,26772.5749636269,24812.7014926117,26740.381683518,1584.36531379313,1618.42409242425,1566.9910760932,1581.68190983826,1609.30243672982,1592.13289480151,1797.03617919555,1563.05565053987,1680.98375785717,1563.73111702548,883.66582203414,856.669539024926,905.704613875556,886.413048020622,862.926811129792,876.428776554795,775.948211512749,955.880888390493,1050.38475900409,957.468872458785,0.769279198464043,0.769279198464043,0.769279198464043,0.769279198464043,0.769279198464043,0.769279198464043,0.769279198464043,0.769279198464043,0.769279198464043,0.769279198464043,0,0,0,0,0,0,0,0,0,0,15.8436531379273,16.1842409242444,15.669910760929,15.8168190983808,16.0930243672982,15.9213289480164,17.9703617919578,15.6305565053985,16.8098375785674,15.6373111702569,2.82216108332125,2.87633123661123,2.77796947318946,2.81659928684426,2.86385009168193,2.83676408177035,3.10119519325443,2.67725749636204,2.4812701492621,2.67403816835245
"9",32694.9689424111,32294.2397354376,32323.4894062052,34548.8793819832,30290.1145972766,32414.051135866,33261.7780461251,28866.0712829153,41750.3971380584,36934.9821553159,3169.07303897717,3112.79053581973,3116.84997019235,3443.24969890607,2841.72481509598,3129.47281585506,3249.79327533297,2672.00476894724,4730.46294019014,3834.87354787607,2329.7169393839,2263.12181868874,2267.96730492724,2639.45009609748,1920.1908855563,2282.99124171898,2423.21442163823,1675.63241149262,3937.01051303109,3053.53047385875,0.769891663377885,0.769891663377885,0.769891663377885,0.769891663377885,0.769891663377885,0.769891663377885,0.769891663377885,0.769891663377885,0.769891663377885,0.769891663377885,0,0,0,0,0,0,0,0,0,0,31.6907303897689,31.1279053581968,31.1684997019199,34.4324969890583,28.4172481509545,31.2947281585569,32.4979327533263,26.7200476894714,47.3046294018936,38.3487354787609,3.26949689424194,3.22942397354478,3.23234894062032,3.45488793819741,3.0290114597284,3.24140511358558,3.32617780461245,2.88660712829093,4.17503971380466,3.69349821553176
"10",28787.4766709286,29339.1023851725,28544.3380046058,29599.9678540554,26891.1671551543,27199.4451570558,26848.4271183324,29141.0198195101,27582.1741205553,27917.5553475268,2409.57571295843,2404.60870539526,2414.89603401612,2405.24148778322,2497.12120897751,2476.07375972919,2500.20187683948,2405.42737700739,2453.19268718677,2436.84404159668,2002.12268217786,2000.22306302736,2003.04100852605,1999.32282111114,2009.42228816166,2008.20886641996,2009.5899534932,2000.90504444001,2006.70126473853,2005.41915239412,0.761173188477209,0.761173188477209,0.761173188477209,0.761173188477209,0.761173188477209,0.761173188477209,0.761173188477209,0.761173188477209,0.761173188477209,0.761173188477209,0,0,0,0,0,0,0,0,0,0,24.0957571295807,24.0460870539522,24.1489603401583,24.0524148778373,24.9712120897722,24.7607375972949,25.0020187683911,24.0542737700697,24.5319268718671,24.3684404159733,2.87874766709225,2.933910238518,2.85443380046073,2.95999678540458,2.68911671551557,2.71994451570489,2.6848427118327,2.9141019819523,2.75821741205484,2.79175553475151
